feature,entries,win_rate,expected_edge,p_value,significant
hour_sin,100981,13.57285033818243,0.014982137042640451,0.8206493814307452,False
funding_roc_48,73515,14.730327144120247,0.021564723009229892,0.8587074216345092,False
net_taker_ratio,105372,13.533955889610144,0.015313772368585199,0.9767686699173306,False
funding_z_score,93192,13.356296677826423,0.005014253282950091,0.9886568798182616,False
big_trade_ratio,105372,13.495995141024181,0.01131449557217965,1.0,False
mean_reversion_z,105085,12.116857781795689,0.030747087705628742,1.0,False
turtle_signal,105078,14.289385028264718,-0.0003884650223129517,1.0,False
session_asia,35136,15.787226775956285,-0.016071588799488785,1.0,False
regime_break,5269,20.95274245587398,0.07043739546523864,1.0,False
funding_roc_12,18468,14.809400043318172,0.02424575538241441,1.0,False
funding_roc_288,79456,13.214861055175191,-0.0017652839940995434,1.0,False
ofi_acceleration,105368,13.34655682939792,0.013695312312682437,1.0,False
is_hour_open,8781,13.244505181642182,0.0269712116085903,,False
